"Woman","WTZWUNS012","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","101"
"Woman","WTZWUNS013","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22",,,,,,"102"
"Woman","WTZWUNS014","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22",,,,,,"103"
"Woman","WTZWUNS015","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22",,,,,,"104"
"Woman","WTZWUNS016","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22",,,,,,"105"
"WOMAN Additionals","ADZWCIR001","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","No sampling",,,,,"106"
"WOMAN Additionals","ADZWPRD001","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"107"
"WOMAN Additionals","ADZWPRD002","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"108"
"WOMAN Additionals","ADZWPRD003","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"109"
"WOMAN Additionals","ADZWPRD004","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"110"
"WOMAN Additionals","ADZWPRD005","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"111"
"WOMAN Additionals","ADZWPRD006","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"112"
"WOMAN Additionals","ADZWPRD007","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","113"
"WOMAN Additionals","ADZWPRD008","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","114"
"WOMAN Additionals","ADZWPRD009","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","115"
"WOMAN Additionals","ADZWPRD010","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","116"
"WOMAN Additionals","ADZWPRD011","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Submitted and waiting for approval",,"DHL#2034949523","2019/3/11",,"117"
"WOMAN Additionals","ADZWPRD012","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","118"
"WOMAN Additionals","ADZWPRD013","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#1506366584","2019/2/23",,"119"
"WOMAN Additionals","ADZWPRD014","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"120"
"WOMAN Additionals","ADZWPRD015","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"121"
"WOMAN Additionals","ADZWPRD016","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"122"
"WOMAN Additionals","ADZWPRD017","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"123"
"WOMAN Additionals","ADZWPRD018","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"124"
"WOMAN Additionals","ADZWPRD019","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Stop development",,,,,"125"
"WOMAN Additionals","ADZWPRD020","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"126"
"WOMAN Additionals","ADZWPRD021","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"127"
"WOMAN Additionals","ADZWPRD022","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"128"
"WOMAN Additionals","ADZWPRD023","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"129"
"WOMAN Additionals","ADZWPRD024","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"130"
"WOMAN Additionals","ADZWPRD025","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"131"
"WOMAN Additionals","ADZWPRD026","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Submitted and waiting for approval",,"
    DHL# 1522232401
","2019/3/29",,"132"
"WOMAN Additionals","ADZWPRD027","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Submitted and waiting for approval",,"
    DHL# 1522232401
","2019/3/29",,"133"
"WOMAN Additionals","ADZWPRD028","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Submitted and waiting for approval",,"
    DHL# 1522232401
","2019/3/29",,"134"
"WOMAN Additionals","ADZWPRD029","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"135"
"WOMAN Additionals","ADZWPRD030","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"136"
"WOMAN Additionals","ADZWPRD031","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"137"
"WOMAN Additionals","ADZWPRD032","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"138"
"WOMAN Additionals","ADZWPRD033","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"139"
"WOMAN Additionals","ADZWPRD034","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"140"
"WOMAN Additionals","ADZWPRD035","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"141"
"WOMAN Additionals","ADZWPRD036","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"142"
"WOMAN Additionals","ADZWPRD037","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Waiting for approval",,,,,"143"
"WOMAN Additionals","ADZWPRD038","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Submitted and waiting for approval",,"DHL#5507920224","2019/2/28",,"144"
"WOMAN Additionals","ADZWPRD039","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","145"
"WOMAN Additionals","ADZWPRD040","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","146"
"WOMAN Additionals","ADZWPRD041","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","147"
"WOMAN Additionals","ADZWPRD042","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","148"
"WOMAN Additionals","ADZWPRD043","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","149"
"WOMAN Additionals","ADZWPRD044","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2019/3/15","150"
"WOMAN Additionals","ADZWPRD045","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#8349248622","2019/1/5","2019/3/15","151"
